ID,App-name,version,rating,date,device,author,body,category,cluster,priority
209,com.uberspot.a2048,1.8,2,1397064512284,?,Ivan Nenchovski,Stops responding Stops responding regularly even if there are still valid moves.,BUG,C6,NORMAL
210,com.duckduckgo.mobile.android,2.1.1,3,1383398425560,Samsung Galaxy Nexus,Rudis Muiznieks,Buggy I love ddg  but since the last update it's been crashing regularly when switching in and out of the app. It's basically unusable now. Reinstalling hasn't helped.,BUG,C0,NORMAL
211,com.duckduckgo.mobile.android,2.1.1,4,1384773134146,?,emyr owen,Love it I rate it highly despite its tendency to crash on my phone.,BUG,C0,NORMAL
212,com.duckduckgo.mobile.android,2.1.1,4,1387683878119,?,David Siko,Glad to have it but.. Glad to have DDG on the mobile but it often crashes on start. Sometimes have to start app 2 or 3 times before it stays open. When it is running it works great.,BUG,C0,NORMAL
213,com.duckduckgo.mobile.android,2.1.1,2,1388606431553,?,Phil Lembo,Buggy I really wanted to like this  but it constantly crashed.  Sometimes it would just `wink out`  others it would freeze. Clearly needs work. Total trials lasted 3 months with a few short breaks in between on an AT&T device running Gingerbread.,BUG,C0,NORMAL
214,com.duckduckgo.mobile.android,2.1.1,3,1387133617443,?,gary allner,Crashes continually Since updating to 4.3 on Galaxy S4 app crashes every time on initial opening.Works fine when opening second time.I have probably sent over 100 crash reports. Otherwise brilliant app just fix the crash problem.,BUG,C0,NORMAL
215,com.duckduckgo.mobile.android,2.1.1,3,1384248437904,?,Martyn Hd,Is a Battery Drain I love this app as a search engine but I am disappointed to discover that it gobbles up battery life on android systems. My battery monitor shows that it constantly consumes 5% of battery power. It is the highest usage app behind the normal android service drains such as the OS and Brightness. Reluctantly considering dumping the app.....Please can you fix this as there is no need for the app to cause a constant battery drain.,ENERGY,C1,NORMAL
216,com.duckduckgo.mobile.android,2.1.1,5,1382065359894,?,Sadhika Banerjee,4.5 stars Its very good but I wish it could have regional setting rather than USA news. But nevertheless best app.,FEATURE,C2,NORMAL
217,com.duckduckgo.mobile.android,2.1.1,4,1385092249483,Samsung Galaxy Nexus,A Google User,DDG  keeping us safer This program has mature a lot over the past year. Lots of me features that make it helpful and a viable alternative to visiting the website each time I need to search. I just wish there was a way to have all tragic go over encrypted.,SECURITY,C3,NORMAL
218,com.duckduckgo.mobile.android,2.1.1,1,1381612766533,?,Do No Evil,Why my serial number? For a company that goes on about privacy why do you harvest my serial number? XPrivacy says you're accessing it (9 times in 1 hour). You also accessed /proc (12 times in 1 hour) which can reveal my Android ID  kernel version  and ROM version. And NO we won't PRIVATELY give feedback to an email address we'll give it here PUBLICLY!,SECURITY,C3,NORMAL
219,com.duckduckgo.mobile.android,2.1.1,4,1382115487027,?,Calvin Costa,Great but no tabs DDG is my goto engine. The mobile app runs fairly well  and I rarely have any compatibility issues on webpages. The app is fairly lightweight  but I would happily sacrifice a little performance for the ability to use tabs. As far as I'm concerned that's the only reason this is not default browser material. 4/5..or 5/5 w/tabs,FEATURE,C4,NORMAL
220,com.duckduckgo.mobile.android,2.1.1,5,1382626854704,Motorola Droid RAZR,Debra LeClair,Great app I've been using DDG on my Droid Razr. It instantly finds what I'm searching for. It's fast  accurate & easy to use. Best of all  I haven't had any problems with it crashing or freezing on me like other apps! I just wish the widget was a little smaller  but other than that no complaints :) I recommend everyone to at least try it out.,USABILITY,C5,HIGH
221,com.duckduckgo.mobile.android,2.1.1,2,1381762205493,Samsung Galaxy S3,Rich Smit,"Doesn't copy URLs properly When you ""share to clipboard"" it whacks a lump of unnecessary self promotion on the end which you have to delete before you can use it. It's probably better to just use Chrome in Incognito mode  although I'm partial to the hopeless image selection in Duckduckgo's news feed...",USABILITY,C5,HIGH
222,com.duckduckgo.mobile.android,2.1.1,3,1383780926589,?,Alex x,Fast Too bad there's no option to have search input box focused at start-up even when Home Screen is set to Stories (default). Holding menu button (search) makes the menu slide left and right several times before search is activated. Widget offers nothing you can't get from a lighter and smaller app shortcut - no interactivity or feature. Widget design breaks when resized to 2x1 or 1x1.,USABILITY,C5,HIGH
223,com.duckduckgo.mobile.android,2.1.1,5,1384562871169,Samsung Galaxy S3,Daniel Brown,Great I wish the widget was more minimalistic and thinner. Otherwise  it's the best because of privacy.,USABILITY,C5,HIGH
224,com.duckduckgo.mobile.android,2.1.1,3,1383780926589,?,Alex R,Fast Too bad there's no option to have search input box focused at start-up even when Home Screen is set to Stories (default). Holding menu button (search) makes the menu slide left and right several times before search is activated. Widget offers nothing you can't get from a lighter and smaller app shortcut - no interactivity or feature. Widget design breaks when resized to 2x1 or 1x1.,USABILITY,C5,HIGH
225,com.duckduckgo.mobile.android,2.1.1,3,1382772811289,?,Vladimir Tankhimovich,Doesn't work with physical keyboard Doesn't switch languages  Enter doesn't start searching,USABILITY,C5,HIGH
226,com.duckduckgo.mobile.android,2.1.1,4,1383597887759,Asus Nexus 7,Jon S,Backward step I've been using ddg since I've had an Android machine  and one of the best features has been voice recognition. On the latest update  it seems to have gone. Why?? Otherwise it's great  and now has localisation  which is a big improvement.,FEATURE,C6,NORMAL
227,edu.berkeley.boinc,7.2.7,5,1374571446359,?,Brijendra Chaudhary,Limit the downloadable task Downloading 10+ task is useless. How about keeping 2 task or an ability to choose.,FEATURE,C0,NORMAL
228,edu.berkeley.boinc,7.2.7,5,1374350059096,?,Andrew Fors,Very nice! Great to have a simple to use app available for Android! Only wish I could change my device name from  'local host.',FEATURE,C1,NORMAL
229,edu.berkeley.boinc,7.2.7,2,1374765305683,Samsung Galaxy S3,David Madrigales,Drains battery even when suspended Significantly drains battery even while app is suspended. Android settings show this app is responsible for 52% of battery drainage after i disconnected the charger. I cant use this app if my battery is at 50% after 3 hours  but ill wait til app is fixed.,ENERGY,C2,NORMAL
230,edu.berkeley.boinc,7.2.7,2,1374679058167,Samsung Galaxy S3,Wiggly Joe,Some bugs The phone would not charge with this app installed,ENERGY,C2,NORMAL
231,edu.berkeley.boinc,7.2.7,2,1374679058167,Samsung Galaxy S3,Steve Bender,Some bugs The phone would not charge with this app installed,ENERGY,C2,NORMAL
232,edu.berkeley.boinc,7.2.7,4,1374600685882,?,Avin Tan,All good but.. It's all very nice that my otherwise idling device is contributing to various research   but would be nice to know what they actually are computing. Just a rough one liner would be helpful.,FEATURE,C3,NORMAL
233,edu.berkeley.boinc,7.2.7,3,1374591001219,?,Mitri Daniels,Timing options It would be perfect if there were more options for when to do it. Like  when screen off  or at certain times off the day  anything besides battery percentage.,FEATURE,C4,NORMAL
234,edu.berkeley.boinc,7.2.7,3,1374729765914,?,Christopher Schenk,Simple to use Simple to use.  But would be helpful to manage your resources like on the pc version.  (percentage of cpu usage  number of cpus),FEATURE,C4,NORMAL
235,edu.berkeley.boinc,7.2.7,5,1374568599081,?,Tamas Bures,Finally Finally it is arrived. Good to finally use the handheld devices to contribute to our projects. One option in the settings would be nice  if I can set to use all the CPU cores for only one taks like on PC.  Can you implement it?,FEATURE,C4,NORMAL
236,edu.berkeley.boinc,7.2.7,1,1374737163137,?,Peter Stumpf,Nothing to do Installed since a day  but doesn't fetch tasks from the server.,BUG,C5,NORMAL
237,edu.berkeley.boinc,7.2.7,1,1374837955975,?,Almantas Rakeckas,Nop No Tasks for my phone. Nothing to compute? :),BUG,C5,NORMAL
238,edu.berkeley.boinc,7.2.7,2,1375070198938,?,Philip Jacobs,Never downloads tasks Having been a BOINC member ever since it evolved out of the SETI@home project  I was looking forward to adding my Leovo A1 tablet to my computational farm.  So far  however  this hasn't worked out.  None of the projects added to the tablet list actually download any work units  despite tweaking the preferences to ensure that the program should be running pretty much regardless of any other task on the tablet  and with the tablet hooked up continuously to its charging module.,BUG,C5,NORMAL
239,edu.berkeley.boinc,7.2.7,3,1374771038896,HTC Desire HD,Hasheen Samji,Doesnt load new tasks I have the same problem with new tasks. After world community grid completed the 1st task  it's been saying that it's waiting for a new task  but never u/ds one. I even tried to manually request new tasks  but it just tries to get a new task  and one never appears.,BUG,C5,NORMAL
240,edu.berkeley.boinc,7.2.7,3,1374603240458,?,Roman ?rank,Great app  but please fix bugs Have Samsung i9300 and these bugs occured to me sofar: 1: not requesting tasks don't need (not a single task was downloaded sofar) 2: Number of cores I can use is (according to application): 1 1 2 3 (4 is missing) Thanks  and good work. Will edit star rating as soon as it will work ;-),BUG,C5,NORMAL
241,edu.berkeley.boinc,7.2.7,4,1374620045015,Samsung Galaxy S3,Jason Grioua,Um... Over the past few hours  I have been waiting to use this  and still no go. No tasks ever get out. I can't use this. Hope you guys fix it soon.,BUG,C5,NORMAL
242,edu.berkeley.boinc,7.2.7,1,1374677323769,Motorola Defy,Gary Adams,Crap Caused nothing but problems on my phone. Sort of works on nexus 7 but makes tablet very sluggish.,PERFORMANCE,C6,NORMAL
243,edu.berkeley.boinc,7.2.7,1,1374737353436,HTC Desire S,Thiemo Nagel,Makes my device unbearably slow HTC Desire,PERFORMANCE,C6,NORMAL
244,edu.berkeley.boinc,7.2.7,3,1374627746930,?,Brooke L,Good idea This app has potential. I love the concept behind it  but it needs a little work. It frequently freezes my Note 10.1  most often when trying to wake the device from sleep mode  but sometimes during other tasks (it did it the first time I tried to write this review and I had to do a forced reset). Fix this and you'll have a five star app!,PERFORMANCE,C6,NORMAL
245,edu.berkeley.boinc,7.2.7,3,1374600451276,Asus Nexus 7,Jonathan Fessenden,? Does not play well with tegra  great with qualcom,PERFORMANCE,C6,NORMAL
246,edu.berkeley.boinc,7.2.7,4,1374635765577,?,Aaron Canaday,Screen off / standby option please Would be best if had the option to run while plugged in + screen off.,FEATURE,C7,NORMAL
247,edu.berkeley.boinc,7.2.7,4,1374541275664,?,Mike Day,About time! Having been a distributed computing participant since the first version of Seti@home  I'm glad to see the ability to compute on my phone.  One more device to crunch on is never a bad thing (OK  so I might have an addiction).  As other have stated  it would be nice for the program to use SD storage instead of the limited phone storage.,FEATURE,C8,NORMAL
248,edu.berkeley.boinc,7.2.7,5,1374527412014,?,Kelvin Tsui,Finally harnessing idle power Finally able to use my phone to do some useful computation for 8+ hours a day when I charge my phone at work. Ditto on comments about saving task data onto SD Card. I am running low on space with all the app saving info onto my phone memory.,FEATURE,C8,NORMAL
249,edu.berkeley.boinc,7.2.7,5,1374215671830,Samsung Galaxy S2,Kamila Kub\A8\A2skov\A8\A2,Easy Easy to use and straightforward setup. Just wish it could use my SD card for the Tasks......,FEATURE,C8,NORMAL
250,edu.berkeley.boinc,7.2.7,4,1374610998558,?,Mohammad Shariq Abideen,Is my data safe ? Hope it isn't just another tool by everyone's beloved NSA.,SECURITY,C9,NORMAL
251,edu.berkeley.boinc,7.2.7,2,1374588326201,?,Dave BG,? There should be a way to exit the application if you want to stop folding..There should be a way to exit the application if you want to stop folding..,FEATURE,C10,NORMAL
252,edu.berkeley.boinc,7.2.7,5,1375051075240,HTC Evo 4G,David Figueroa,BOINC could have done more Needs a 'no new tasks' button...,FEATURE,C10,NORMAL
253,edu.berkeley.boinc,7.2.7,4,1374601260122,?,Tom Malcolmson,Glad to see this go mobile  but it should be simplified. I think this app will have more success if it is made as simple as possible to use.  Letting users choose which project to contribute to is great  but they shouldn't have to go to a website  register  and then enter username and password - and for each project.  Then  when someone wants to start using their tablet as well as their phone they have to re-enter all of those usernames and passwords!  IMO  as soon as possible (cause it will cause defections) you should add the Android permissions that allow the app to authenticate users without username /password.,USABILITY,C11,NORMAL
254,edu.berkeley.boinc,7.2.7,3,1374560778783,?,Justin Adams,Doesn't recognize wireless charger. I own a Nexus 4  and I charge it at night using the official wireless charger. It turns out BOINC will only run if the device is physically plugged in to a charger  not if it is charging wirelessly. Please fix this!,BUG,C12,HIGH
255,edu.berkeley.boinc,7.2.7,4,1374942786513,?,Caitlin Bestler,Works great on my old  Nexus 7 But on the new Nexus 7 2013 it insists I am not plugged in when I am Qi docked.,BUG,C12,HIGH
256,edu.berkeley.boinc,7.2.7,5,1374541732965,?,Laura Hartwell,An easy way to be part of something big Not only is this easy to install and set up  but it's inspiring and fun to be a part of something positive and much bigger than ones self.  I've been running BOINC on my personal computers for years  and am very pleased to be able to now utilize my android devices to help researchers and scientists better our world and expand our understanding of the universe around us. I have this running on my Nook HD  Motorola Razr M  and HTC Incredible2.   The only minor irritation I came upon and that I'd like to point out to the developers  is on my HTC Incredible2  I use a table charger (the normal usb charging port is inoperable)  and BOINC would not recognize that it was charging on the table charger so I had to change preferences that it would compute on battery  even though it was charging fine on the table top charger.,BUG,C12,HIGH
257,com.ringdroid,2.5,5,1376604591485,Samsung Galaxy S,R.J. Pryor,Ringtones I wish it had a brain  like if it asks you what kind of mood you're in and then you tell them and they give you the right songs to make a ringtone instead of just scrolling forever to make one.,FEATURE,C0,NORMAL
258,com.ringdroid,2.5,4,1383942287691,?,Greg Peterkin,Kit Kat 4.4 Will not work. Please fix soon. Just trying to create a ringtone and assign but get a default tone when assigned to ringtone  Thanks and love the app so hurry up with a fix!,BUG,C1,NORMAL
259,com.ringdroid,2.5,3,1375725906765,HTC G2,Olivia Hay,Would be 5 stars if..... It's a great easy app  but it would be a lot better if it didn't delete all my ringtones! This has happened to me twice!,BUG,C2,NORMAL
260,com.ringdroid,2.5,4,1387673113979,Motorola Droid 3,Jesus Wright,MileStone 3 I've been using this app for 3 years now... I love it. But I wish it would have the same setting to set fade in an out,FEATURE,C3,NORMAL
261,com.ringdroid,2.5,4,1383731931425,Motorola Atrix,A Google User,? It would be nice to have the fade in & fade out options in the next update.,FEATURE,C3,NORMAL
262,com.ringdroid,2.5,2,1374186244325,?,Zain Ahmed,Good Support more files such as 3Ga!!!! Must of my files are that format but I can't use then! Is a shame really because then I would have rated you guys 5 stars! Shame on you.,FEATURE,C4,HIGH
263,com.ringdroid,2.5,3,1387438154400,Motorola Droid RAZR,Rochelle Butler,Please fix force closing issue This app use to be my favorite to create ringtones & etc.  but here lately its been force closing a lot. Please fix & I will gladly switch back.   Ty,BUG,C5,HIGH
264,com.ringdroid,2.5,1,1378702521452,Motorola Droid RAZR,Lisa Barry,Unhappy Every time I try to use this app it stops and says this app has stopped working and it forces you to close it. !!!!! Very UNHAPPY:-( !!!!,BUG,C5,HIGH
265,com.ringdroid,2.5,1,1383540243935,?,Dane O,Disappointment Used to love this app. Now it stops every time and ringtones and notifications don't work.,BUG,C5,HIGH
266,com.ringdroid,2.5,1,1386499583407,HTC One X,A Google User,Used to be good Doesn't work on HTC one x and yeah there are no ads in app but don't worry there are plenty of air push ones. Uninstalled,BUG,C6,NORMAL
267,com.ringdroid,2.5,5,1390407009031,?,nihar subudhi,Helps in all d way Would be happy if additional mp3 joiner would b provided by it,FEATURE,C7,NORMAL
268,com.ringdroid,2.5,2,1379657018919,?,Morgan Reed,? Hate that I cant make longer than 15sec.,FEATURE,C8,NORMAL
269,com.ringdroid,2.5,5,1375245582734,?,Rabin' Monroe,So Fantastic! I love this app!  I'm using all my favorite songs to create tones for my phone.  It is so ridiculously easy  and you can make the tones longer than the 15/30 seconds other programs make you stick to.  This app really makes my phone extra special.,FEATURE,C8,NORMAL
270,com.ringdroid,2.5,4,1395073052271,?,Sharina Nazrin,sms ringtone... it could be a nice edition if you have a update that can set massage ringtone,FEATURE,C9,NORMAL
271,com.ringdroid,2.5,1,1390882774745,?,Mariah Andrea,Blowing me I used to have this app on a old phone it was awesome but now it sucks  it won't let me save the ring tones I make  not happy -Alcatel one,BUG,C10,NORMAL
272,com.ringdroid,2.5,1,1379603824808,Samsung Galaxy S3,mikaela smith,Frequent crashes I used to love this app but now it freezes when I try to play a ringtone I created or the ringtone won't even play and my phone will be silent when its supposed to be playing music. Deleting for sure.,BUG,C11,NORMAL
273,com.ringdroid,2.5,2,1379036406893,?,A Google User,S4 Used to be one of the best. Please update  does not work on Samsung galaxy s4. I will pay for it if u just update n make it work properly again.  Please do so because there is no other app out there that was better,BUG,C12,NORMAL
274,com.ringdroid,2.5,2,1389086287069,?,Rafael Diaz,Used to be wonderful I had this app ever since I owned my first android and back then it did its job every time with no issues. Now I have a GS4 Active and this app freezes and force closes after 30 seconds of running. I wish it was back to normal I really loved this app...,BUG,C12,NORMAL
275,com.ringdroid,2.5,1,1380252958506,?,Richard Haube,Why Do you need to know my contact list/ modify/ delete contacts for music trimming.,SECURITY,C13,NORMAL
276,com.ringdroid,2.5,4,1378868747075,?,P Ribbon,It's nice! It's really handy! I only wish I were able or at least knew how to manually add songs... One of the first songs I wanted to add especially doesn't appear here like it does on my normal system. :< I'll give it another try though... Still  this is fantastic! I really wish my phone already started with these features! ^-^,BUG,C14,NORMAL
277,com.ringdroid,2.5,1,1382460415564,Samsung Galaxy S2,Todd Therrien,Sucks Can't get song bought on google play,FEATURE,C15,NORMAL
278,com.ringdroid,2.5,5,1395793029922,?,Paul Roybal,Sweet  simple  elegant I only wish I could zoom in a little more  for phones with lower resolution screen. Thanks for being excellent.,FEATURE,C16,NORMAL
279,com.ringdroid,2.5,4,1379188076956,LG Optimus 2X,A Google User,Great App! Until... I started getting ads in the notification bar!,USABILITY,C17,NORMAL
1000,air.hmbtned,4.0.0,1,1370000000000,Samsung Galaxy Note,Lauryn Estrella,:( I guess maybe if you're a die hard harvest moon fan? But holy cow the grammar and typos are terrible!!!!,BUG,C1,HIGH
1001,air.hmbtned,4.0.0,3,1380000000000,?,Shaun McMichael,Bad grammer  but very cute app. Not a fan of Jake and Eli pairing  however this was cute and emotional. Looking forward to other 'diaries'. Just fix the grammer.,BUG,C1,HIGH
1002,air.hmbtned,4.0.0,3,1370000000000,SEMC Xperia Arc S,Fahmi Anwar,Lack a proper grammar It's got a good story but lack a proper grammar.  There's no previous button  and there's no option or preferences either. And it has poor UI. Overall this app's good and has great potential. So i give you 3 stars because there's a room for improvements.  And also please make the pictures saveable or usable as a wallpaper. I like the pairing  Jack and Elli  it has a nice ring to it ? Good luck to make this app better... Selamat berjuang gan... hahaha :D,BUG,C1,HIGH
1003,air.hmbtned,4.0.0,5,1380000000000,Samsung Galaxy Nexus,ratu nadhirah el sarah,Wow! I loooovvveeeee it! Even there are so many grammar mistakes  the story was so great that I finished it at once! Just totally ? it  blown away :D,BUG,C1,HIGH
1004,air.hmbtned,4.0.0,5,1380000000000,?,Arnold Yosua,"5 Stars for your creativity! Thanks bro  read Elli's Diary make me feel ""GALAU"". Can't wait to see Karen's Diary  Popuri's Diary  and the other girl...",FEATURE,C2,HIGH
1005,air.hmbtned,4.0.0,5,1380000000000,Samsung Galaxy Nexus,Donna Pradana,Awesome. Can't wait till Karen's episode.,FEATURE,C2,HIGH
1006,air.hmbtned,4.0.0,5,1380000000000,?,Indrabayu Prabowo,Excellent app. Excellent app for bring back childhood Memory. Its really fun. Waiting for futher release for other girl especially karen.  Note for creator :  Can you make this app not restarted when phone accidentally locked?,FEATURE,C2,HIGH
1007,air.hmbtned,4.0.0,4,1370000000000,Samsung Galaxy Note,Maria Fresia,Karen story want karen diary,FEATURE,C2,HIGH
1008,air.hmbtned,4.0.0,5,1380000000000,?,Alvin Navarro,Good story for Elli Please make one for Karen and fix the grammar...5/5 for this I love it :D,FEATURE,C2,HIGH
1009,air.hmbtned,4.0.0,4,1370000000000,?,Steffi Gunawan,Great effort..:D It's fun t look at the girls diaries w/ their respective point of view.. nice job:D  but I think it c'd b better by improving yer english grammar coz it was a bit messy here n there... juz an oppinion  though... tq 4 providing tiz'...:D gud' luck doing Karen's...,FEATURE,C2,HIGH
1010,air.hmbtned,4.0.0,5,1370000000000,?,Candra Ayang,Greatt.... Niceee... waiting story about the others..... ann  popuri  mary  karen,FEATURE,C2,HIGH
1011,air.hmbtned,4.0.0,5,1370000000000,Galaxy Tab 10.1,Alvito Daffa,hay karen diaries are missing,FEATURE,C2,HIGH
1012,air.hmbtned,4.0.0,5,1370000000000,?,Dewinda Delfinly,Karen Karen waiting,FEATURE,C2,HIGH
1013,air.hmbtned,4.0.0,5,1370000000000,Acer Picasso,Dhiaz Fathra,karen Missing karen,FEATURE,C2,HIGH
1014,air.hmbtned,4.0.0,4,1370000000000,Samsung Galaxy Tab,Chanya Dio,karen karen story,FEATURE,C2,HIGH
1015,air.hmbtned,4.0.0,5,1380000000000,?,runje mriswan,Nice I waiting for karen's diary  I'm still playing this game but now elli has married with doctor  I don't know that a litle girl in past is elly :(,FEATURE,C2,HIGH
1016,air.hmbtned,4.0.0,5,1370000000000,?,Michael irsyad,T_T This game heals my cancer.Karen dah gan,FEATURE,C2,HIGH
1017,air.hmbtned,4.0.0,2,1380000000000,?,enggar dwi,Gedein textnya gan Its quiet good but the text is so small in galaxy chat  its make me crazy!,FEATURE,C101,NORMAL
1018,air.hmbtned,3.0.0,1,1373450000000,Samsung Galaxy Note,Brahmantia Iskandar Muda,Can't install on galaxy Note It always show insufficient storage.,BUG,C102,NORMAL
1019,air.hmbtned,3.0.0,1,1374030000000,?,abhelle Stewart,BAD I can't play this game.. always elli's diary has stoped. i try open on mobile phone and tablet but i still can't play.. what's going on?? Pls help me :((,BUG,C103,NORMAL
1020,air.hmbtned,?,2,1373100000000,?,cindy cuaca,Bad I download this game but I can't play plz fix it,BUG,C103,NORMAL
1021,air.hmbtned,4.0.0,2,1374550000000,?,Rick Daniel,Grammatical error here and there I can't go back to previous pages. Also  the size of the app is too big for just texts (or I didn't use the app thoroughly enough?),FEATURE,C104,NORMAL
1022,air.hmbtned,3.0.0,3,1373310000000,?,Budi Qinoy,A I can't opened this app...... After downloading this  it cannot opened. Anyone could help me please?,BUG,C105,NORMAL
1023,air.hmbtned,3.0.0,3,1374140000000,?,XinBi Lim,Great My phone is xperia go and for me the size of the text is too small (it's kinda hard for me to read  my eyes getting tired easily). Can u make it bigger? Or add a menu to change the size? I give u 5star if u do that. But the most important is i love the story! I'm waiting for other girls diary :D,FEATURE,C101,NORMAL
1024,air.hmbtned,4.0.0,2,1375940000000,?,Kelly McClure,? Maybe I didn't read describtion very good. But I was expecting a game not a book.,FEATURE,C106,NORMAL
1025,air.hmbtned,4.0.0,3,1375050000000,?,A Google User,O This is a game or not?,FEATURE,C106,NORMAL
1026,air.hmbtned,?,1,1388060000000,Casio G'zOne Commando,Erica c,Horrible No story mode its just a book.,FEATURE,C106,NORMAL
1027,air.hmbtned,?,1,1373720000000,Samsung Galaxy Note,,Fooled by the header I thought its a game not a storybook.uninstalling.,FEATURE,C106,NORMAL
1028,air.hmbtned,?,1,1373720000000,Samsung Galaxy Note,A Google User,Fooled by the header I thought its a game not a storybook.uninstalling.,FEATURE,C106,NORMAL
1029,air.hmbtned,?,5,1373850000000,?,Kevin Okta,Awesome! Just need fix a little problems. Graphic HD sound  thanks,BUG,C107,NORMAL
1030,air.hmbtned,?,5,1382260000000,?,Liz Alcaraz,It was a pretty story I like so much of the story. Don't pay attention on the graphic  only read the story k.,FEATURE,C108,NORMAL
1031,air.hmbtned,?,5,1376800000000,?,Lubna Jackson,Cool but Its so cool but I really want the game not a dairy plz replay,FEATURE,C106,NORMAL
1032,air.hmbtned,?,5,1373340000000,?,Yuniastri Ayu Permatasari,Very good I wanna play this again!!!,FEATURE,C106,NORMAL
1033,air.hmbtned,4.0.0,5,1374920000000,?,wie ming,Bring me back to memories Make me want to play this game.... love it so mucccchhhhhhhhhhh...... hope have the game and the other diaries.....,FEATURE,C106,NORMAL
1034,com.alfray.timeriffic,1.10.08,3,1390000000000,Samsung Galaxy Nexus,Jim Foo,Limited features Quite limited in features  for example  cant control sync,FEATURE,C1,HIGH
1035,com.alfray.timeriffic,1.10.08,4,1380000000000,?,Sarah Nazaretian,Cumbersome but convenient Setup is a little clumsy. Multiple profiles are nice. I have it synced with my college classes  and I haven't had an embarrassing ring in class since I've installed it. Here's a tip: airplane mode will kill notifications and calls and save battery on wifi. It's the quickest way to silence everything.,FEATURE,C1,HIGH
1036,com.alfray.timeriffic,1.10.08,4,1390000000000,Samsung Galaxy S3,A Google User,Almost perfect Please allow the ability to save a copy of a profile. This would be great for setting up multiple profiles with slight differences.,FEATURE,C2,HIGH
1037,com.alfray.timeriffic,1.10.08,5,1380000000000,Samsung Galaxy S3,A Google User,Still no way to backup/transfer settings I really Wish there was an import/export feature  this is probably the dozenth time am having to re-create my profiles from scratch due to phone wipes/replacement. It'd be so much easier if you could export to ini  transfer in  then import.  Or better yet  Sync the data to a Google account and back out.,FEATURE,C2,HIGH
1038,com.alfray.timeriffic,1.10.08,5,1380000000000,Samsung Galaxy Nexus,A Google User,First app I install on any new phone. I've had this installed for ages and forget it's there most of the time. It just works  perfectly. Would love to be able to import/export my profiles when I change phone  e.g. my brand new Nexus 5...,FEATURE,C2,HIGH
1039,com.alfray.timeriffic,1.10.08,4,1370000000000,HTC One S,Jan A. Drzewinski,Very Useful Just installed to get a good night sleep despite my overseas friends after midnight message sending habits. Seem to work well on HTC.  One thing missing is the ability to turn GPS on and off to save even more juice while asleep.,FEATURE,C2,HIGH
1040,com.alfray.timeriffic,1.10.08,4,1380000000000,HTC Droid Incredible,A Google User,Great App  Needs backup Option Love the app and have used it for some time. Now that I am transferring phones  having a backup option would be nice.,FEATURE,C2,HIGH
1041,com.alfray.timeriffic,1.10.08,3,1370000000000,Samsung Galaxy S3,Teri McLean,Mobile data Need to be able to turn mobile data on and off please!,FEATURE,C101,NORMAL
1042,com.alfray.timeriffic,1.10.08,3,1370000000000,?,Danang Syady Rahmatullah,"Need Mobile Data Settings and Better UI! ""This app can turn off my wifi at night turn on ring tone after time  but missing a toggle of turning on and off mobile data! 5 stars if added. Also  it wouldn't hurt to improved the UI""",FEATURE,C101,NORMAL
1043,com.alfray.timeriffic,1.10.08,5,1370000000000,?,A Google User,"Problem on galaxy s4 ""No notification in text messages  only vibration but no tone. Everything else is fantastic""",FEATURE,C102,NORMAL
1044,com.alfray.timeriffic,1.10.08,5,1380000000000,Motorola XOOM,Tracey Kocher,"Certain numbers ring when on silent? ""I love this app  but I wish it had a way for me tell it to ignore the settings if my kids call after it's on silent for the night...when they're out late  I have to disengage the app so I won't miss their call if they have car trouble or otherwise need to get a hold of me  but that means I have to hear notifications from everyone else too. Is this something you might add as a feature at some point? Thank you!""",FEATURE,C103,NORMAL
1045,com.alfray.timeriffic,1.10.08,5,1380000000000,?,A Google User,"Notification volume issue ""Note 2: states notification is equal to ringer volume. Samsung supports separate vols and I can also regulate more through widgetsoid's sound button. Would really like timerrific to also support this. Every day I need to do it manually! (Ringer up  notifications down)  .  Great app! Nice if it interacted w/ more apps  like Dindy for example!""",FEATURE,C104,NORMAL
1046,com.alfray.timeriffic,1.10.08,5,1380000000000,?,Ryan Chesla,Feature Request Please add emergency calls (if calling twice within 5 minutes then turn ringer on),FEATURE,C105,NORMAL
1047,com.alfray.timeriffic,1.10.08,4,1390000000000,?,Michelle Rush,"Useful ""I always forget to turn my ringer off for work or class  so this app is really useful.  It works well  and I've never had a problem with it.  It would be nice if you could link it to a calendar or something so you could use it for events that don't repeat or aren't the same every week.""",FEATURE,C106,NORMAL
1048,com.alfray.timeriffic,1.10.08,4,1380000000000,?,A Google User,"Works great! ""I've been using this for over a year without a hitch.  Used it on my old phone and it was one of the first apps installed on my Note 2.  Set it up and forget it- just always works flawlessly.  Only thing I would like to see added is a screen rotation control.  At night  I want screen rotation off but want it on during the day.  If this were added  it would be perfect.""",FEATURE,C107,NORMAL
1049,com.alfray.timeriffic,1.10.08,4,1370000000000,?,Kami Porter,"I miss it... ""I love this app but I just got a Samsung Galaxy S4 and now notifications vibrate  but never make a sound.  Uninstalling Timeriffic fixed it.  If that can be resolved I would happily re-install!""",BUG,C108,NORMAL
1050,com.alfray.timeriffic,1.10.08,4,1380000000000,?,A Google User,"Love this app... ""However  on my new Samsung galaxy s4  the airplane toggle feature doesn't seem to work  even with the last force toggle feature... Any chance of a fix Dev? Love this app so much... Thanks!!""",BUG,C108,NORMAL
